run_ts,date,away,home,p_home,exp_total,p_over,total_line,home_ml,away_ml,market_p_home,best_side,best_edge,high_ev
2026-08-31T14:01:43+00:00,2026-08-31,Philadelphia Phillies,Arizona Diamondbacks,0.52695,9.95,0.5636,8.5,112.0,-112.0,0.4717,home,0.0477,0
2026-09-01T14:01:34+00:00,2026-09-01,San Diego Padres,Cincinnati Reds,0.46264,10.27,0.5825,8.5,127.0,-127.0,0.4405,home,0.0326,0
2026-09-01T14:01:34+00:00,2026-09-01,San Francisco Giants,Pittsburgh Pirates,0.55114,8.65,0.4666,8.5,-148.0,148.0,0.5968,away,0.0599,1
2026-09-01T14:01:34+00:00,2026-09-01,New York Mets,Tampa Bay Rays,0.56184,9.08,0.5043,8.5,-120.0,120.0,0.5455,away,0.0009,0
2026-09-01T14:01:34+00:00,2026-09-01,Toronto Blue Jays,Cleveland Guardians,0.4845,7.82,0.3911,8.5,-163.0,163.0,0.6198,away,0.1309,1
2026-09-01T14:01:34+00:00,2026-09-01,Seattle Mariners,Boston Red Sox,0.54733,8.48,0.4531,8.5,-115.0,115.0,0.5349,away,0.0008,0
2026-09-01T14:01:34+00:00,2026-09-01,Atlanta Braves,Washington Nationals,0.44935,11.1,0.6347,8.5,160.0,-160.0,0.3846,home,0.0789,1
2026-09-01T14:01:34+00:00,2026-09-01,Detroit Tigers,Minnesota Twins,0.44665,8.48,0.4541,8.5,110.0,-110.0,0.4762,away,0.0146,0
2026-09-01T14:01:34+00:00,2026-09-01,Miami Marlins,Kansas City Royals,0.50625,9.82,0.5579,8.5,-110.0,110.0,0.5238,away,0.0193,0
2026-09-01T14:01:34+00:00,2026-09-01,Milwaukee Brewers,Chicago Cubs,0.56025,10.34,0.5927,8.5,-117.0,117.0,0.5392,home,0.0043,0
2026-09-01T14:01:34+00:00,2026-09-01,Athletics,Texas Rangers,0.56804,9.08,0.5058,8.5,-190.0,190.0,0.6552,away,0.1061,1
2026-09-01T14:01:34+00:00,2026-09-01,Chicago White Sox,Houston Astros,0.39838,9.72,0.5466,8.5,102.0,-102.0,0.495,away,0.0686,1
2026-09-01T14:01:34+00:00,2026-09-01,Baltimore Orioles,Colorado Rockies,0.41807,11.21,0.6335,8.5,130.0,-130.0,0.4348,home,0.006,0
2026-09-01T14:01:34+00:00,2026-09-01,New York Yankees,Los Angeles Angels,0.37588,8.95,0.4876,8.5,168.0,-168.0,0.3731,home,0.0367,1
2026-09-01T14:01:34+00:00,2026-09-01,Philadelphia Phillies,Arizona Diamondbacks,0.50931,8.6,0.4661,8.5,123.0,-123.0,0.4484,home,0.0583,1
2026-09-01T14:01:34+00:00,2026-09-01,St. Louis Cardinals,Los Angeles Dodgers,0.50653,9.68,0.5458,8.5,-158.0,158.0,0.6124,away,0.1077,1
2026-09-02T14:02:33+00:00,2026-09-02,San Diego Padres,Cincinnati Reds,0.36493,10.37,0.5884,8.5,138.0,-138.0,0.4202,away,0.0185,0
2026-09-02T14:02:33+00:00,2026-09-02,Atlanta Braves,Washington Nationals,0.51786,9.72,0.5515,8.5,132.0,-132.0,0.431,home,0.0818,1
2026-09-02T14:02:33+00:00,2026-09-02,Athletics,Texas Rangers,0.60434,9.68,0.5468,8.5,-146.0,146.0,0.5935,away,0.0179,0
2026-09-02T14:02:33+00:00,2026-09-02,Baltimore Orioles,Colorado Rockies,0.43781,11.43,0.6457,8.5,146.0,-146.0,0.4065,home,0.0486,1
2026-09-02T14:02:33+00:00,2026-09-02,Philadelphia Phillies,Arizona Diamondbacks,0.57973,10.32,0.5884,8.5,107.0,-107.0,0.4831,home,0.0745,1
2026-09-02T14:02:33+00:00,2026-09-02,Seattle Mariners,Boston Red Sox,0.56674,8.47,0.4518,8.5,-125.0,125.0,0.5556,away,0.0074,0
2026-09-02T14:02:33+00:00,2026-09-02,San Francisco Giants,Pittsburgh Pirates,0.55632,9.73,0.5504,8.5,-139.0,139.0,0.5816,away,0.041,1
2026-09-02T14:02:33+00:00,2026-09-02,New York Mets,Tampa Bay Rays,0.59248,8.24,0.432,8.5,-159.0,159.0,0.6139,away,0.047,0
2026-09-02T14:02:33+00:00,2026-09-02,Toronto Blue Jays,Cleveland Guardians,0.44403,7.82,0.3922,8.5,118.0,-118.0,0.4587,home,0.0009,0
2026-09-02T14:02:33+00:00,2026-09-02,Detroit Tigers,Minnesota Twins,0.45246,9.63,0.5466,8.5,-106.0,106.0,0.5146,away,0.0488,1
2026-09-02T14:02:33+00:00,2026-09-02,Miami Marlins,Kansas City Royals,0.47763,9.76,0.5504,8.5,-103.0,103.0,0.5074,away,0.0235,0
2026-09-02T14:02:33+00:00,2026-09-02,Milwaukee Brewers,Chicago Cubs,0.36245,9.57,0.535,8.5,144.0,-144.0,0.4098,away,0.01,0
2026-09-02T14:02:33+00:00,2026-09-02,Chicago White Sox,Houston Astros,0.4902,9.71,0.5516,8.5,-126.0,126.0,0.5575,away,0.0646,1
2026-09-02T14:02:33+00:00,2026-09-02,New York Yankees,Los Angeles Angels,0.38785,7.58,0.3676,8.5,149.0,-149.0,0.4016,home,0.017,0
2026-09-02T14:02:33+00:00,2026-09-02,St. Louis Cardinals,Los Angeles Dodgers,0.69076,8.26,0.4313,8.5,-218.0,218.0,0.6855,away,0.0449,0
2026-09-03T14:01:24+00:00,2026-09-03,San Francisco Giants,Pittsburgh Pirates,0.59063,9.39,0.5262,8.5,-148.0,148.0,0.5968,away,0.0312,0
2026-09-03T14:01:24+00:00,2026-09-03,Toronto Blue Jays,Cleveland Guardians,0.53126,8.13,0.4236,8.5,-100.0,-100.0,0.5,home,0.0225,0
2026-09-03T14:01:24+00:00,2026-09-03,Chicago White Sox,Houston Astros,0.58385,9.51,0.5375,8.5,-146.0,146.0,0.5935,away,0.0329,0
2026-09-03T14:01:24+00:00,2026-09-03,Boston Red Sox,Baltimore Orioles,0.49534,8.83,0.4804,8.5,114.0,-114.0,0.4673,home,0.0294,0
2026-09-03T14:01:24+00:00,2026-09-03,Milwaukee Brewers,Chicago Cubs,0.46063,9.44,0.5308,8.5,107.0,-107.0,0.4831,away,0.0114,0
2026-09-03T14:01:24+00:00,2026-09-03,Miami Marlins,Kansas City Royals,0.48874,9.13,0.5074,8.5,-105.0,105.0,0.5122,away,0.0203,0
2026-09-03T14:01:24+00:00,2026-09-03,Tampa Bay Rays,Texas Rangers,0.413,8.45,0.4438,8.5,116.0,-116.0,0.463,away,0.0259,0
2026-09-03T14:01:24+00:00,2026-09-03,Athletics,Seattle Mariners,0.59944,8.46,0.4543,8.5,-190.0,190.0,0.6552,away,0.0832,1
2026-09-03T14:01:24+00:00,2026-09-03,St. Louis Cardinals,Los Angeles Dodgers,0.70327,8.4,0.445,8.5,-258.0,258.0,0.7207,away,0.0703,1
2026-09-05T14:01:52+00:00,2026-09-05,San Francisco Giants,New York Mets,0.60944,8.2,0.429,8.5,-165.0,165.0,0.6226,away,0.0433,1
2026-09-05T14:01:52+00:00,2026-09-05,Chicago Cubs,Miami Marlins,0.44195,9.58,0.5404,8.5,126.0,-126.0,0.4425,home,0.0157,0
2026-09-05T14:01:52+00:00,2026-09-05,Atlanta Braves,Philadelphia Phillies,0.54477,8.08,0.4174,8.5,-144.0,144.0,0.5902,away,0.0579,1
2026-09-05T14:01:52+00:00,2026-09-05,Detroit Tigers,Cleveland Guardians,0.57341,7.62,0.3732,8.5,-144.0,144.0,0.5902,away,0.0372,1
2026-09-05T14:01:52+00:00,2026-09-05,Los Angeles Angels,Pittsburgh Pirates,0.63434,8.9,0.4906,8.5,-165.0,165.0,0.6226,away,0.0248,0
2026-09-05T14:01:52+00:00,2026-09-05,Milwaukee Brewers,Cincinnati Reds,0.38771,9.94,0.5623,8.5,144.0,-144.0,0.4098,home,0.0087,0
2026-09-05T14:01:52+00:00,2026-09-05,Boston Red Sox,Baltimore Orioles,0.3924,8.34,0.4404,8.5,133.0,-133.0,0.4292,away,0.0072,0
2026-09-05T14:01:52+00:00,2026-09-05,Tampa Bay Rays,Texas Rangers,0.42817,8.51,0.4518,8.5,101.0,-101.0,0.4975,away,0.0494,1
2026-09-05T14:01:52+00:00,2026-09-05,Toronto Blue Jays,Kansas City Royals,0.54415,10.48,0.5989,8.5,-103.0,103.0,0.5074,home,0.0244,0
2026-09-05T14:01:52+00:00,2026-09-05,Minnesota Twins,Chicago White Sox,0.49819,9.27,0.5176,8.5,-111.0,111.0,0.5261,away,0.0274,0
2026-09-05T14:01:52+00:00,2026-09-05,Arizona Diamondbacks,Houston Astros,0.46722,9.06,0.4999,8.5,-100.0,100.0,0.5,away,0.0236,0
2026-09-05T14:01:52+00:00,2026-09-05,New York Yankees,San Diego Padres,0.47457,7.87,0.3971,8.5,-106.0,106.0,0.5146,away,0.0329,0
2026-09-05T14:01:52+00:00,2026-09-05,St. Louis Cardinals,Colorado Rockies,0.52279,11.14,0.6324,8.5,113.0,-113.0,0.4695,home,0.0469,0
2026-09-05T14:01:52+00:00,2026-09-05,Washington Nationals,Los Angeles Dodgers,0.58659,9.06,0.4998,8.5,-201.0,201.0,0.6678,away,0.1052,1
2026-09-05T14:01:52+00:00,2026-09-05,Athletics,Seattle Mariners,0.64263,8.99,0.495,8.5,-218.0,218.0,0.6855,away,0.0815,1
2026-09-06T14:01:41+00:00,2026-09-06,Milwaukee Brewers,Cincinnati Reds,0.32436,9.69,0.5423,8.5,132.0,-132.0,0.431,away,0.06,1
2026-09-06T14:01:41+00:00,2026-09-06,Atlanta Braves,Philadelphia Phillies,0.46597,8.76,0.4771,8.5,-101.0,101.0,0.5025,away,0.027,0
2026-09-06T14:01:41+00:00,2026-09-06,Boston Red Sox,Baltimore Orioles,0.45572,8.29,0.437,8.5,128.0,-128.0,0.4386,home,0.0295,0
2026-09-06T14:01:41+00:00,2026-09-06,Los Angeles Angels,Pittsburgh Pirates,0.60448,8.39,0.4425,8.5,-174.0,174.0,0.635,away,0.0593,1
2026-09-06T14:01:41+00:00,2026-09-06,Detroit Tigers,Cleveland Guardians,0.50674,8.09,0.4191,8.5,-153.0,153.0,0.6047,away,0.0999,1
2026-09-06T14:01:41+00:00,2026-09-06,San Francisco Giants,New York Mets,0.53874,8.13,0.4189,8.5,-142.0,142.0,0.5868,away,0.0589,0
2026-09-06T14:01:41+00:00,2026-09-06,Chicago Cubs,Miami Marlins,0.3587,8.61,0.4575,8.5,135.0,-135.0,0.4255,away,0.0285,0
2026-09-06T14:01:41+00:00,2026-09-06,Arizona Diamondbacks,Houston Astros,0.4786,8.05,0.4133,8.5,-102.0,102.0,0.505,away,0.0204,0
2026-09-06T14:01:41+00:00,2026-09-06,Toronto Blue Jays,Kansas City Royals,0.57362,9.53,0.539,8.5,111.0,-111.0,0.4739,home,0.0792,1
2026-09-06T14:01:41+00:00,2026-09-06,Tampa Bay Rays,Texas Rangers,0.49861,9.03,0.499,8.5,-101.0,101.0,0.5025,away,0.0035,0
2026-09-06T14:01:41+00:00,2026-09-06,St. Louis Cardinals,Colorado Rockies,0.40452,10.75,0.6079,8.5,122.0,-122.0,0.4505,away,0.0196,0
2026-09-06T14:01:41+00:00,2026-09-06,Athletics,Seattle Mariners,0.58255,8.17,0.4219,8.5,-179.0,179.0,0.6416,away,0.0819,1
2026-09-06T14:01:41+00:00,2026-09-06,New York Yankees,San Diego Padres,0.46909,7.69,0.3757,8.5,104.0,-104.0,0.4902,away,0.0124,0
2026-09-06T14:01:41+00:00,2026-09-06,Minnesota Twins,Chicago White Sox,0.59432,8.83,0.4864,8.5,-134.0,134.0,0.5726,away,0.0044,0
2026-09-06T14:01:41+00:00,2026-09-06,Washington Nationals,Los Angeles Dodgers,0.54705,9.0,0.4988,8.5,-191.0,191.0,0.6564,away,0.1225,1
2026-09-10T16:39:38+00:00,2026-09-10,Tampa Bay Rays,Atlanta Braves,0.47561,8.53,0.4566,8.5,,,,,,
2026-09-10T16:39:38+00:00,2026-09-10,Houston Astros,Philadelphia Phillies,0.66391,9.44,0.5317,8.5,-167.0,167.0,0.6255,away,0.0054,0
2026-09-10T16:39:38+00:00,2026-09-10,Texas Rangers,Seattle Mariners,0.51862,7.22,0.328,8.5,-116.0,116.0,0.537,away,0.0236,0
2026-09-10T16:39:38+00:00,2026-09-10,Colorado Rockies,New York Yankees,0.73331,9.26,0.5115,8.5,-254.0,254.0,0.7175,away,0.0432,1
2026-09-10T16:39:38+00:00,2026-09-10,Pittsburgh Pirates,Chicago White Sox,0.54802,9.02,0.495,8.5,-100.0,100.0,0.5,home,0.0346,0
2026-09-12T14:01:14+00:00,2026-09-12,Colorado Rockies,Detroit Tigers,0.59889,9.75,0.5562,8.5,-156.0,156.0,0.6094,away,0.0378,1
2026-09-12T14:01:14+00:00,2026-09-12,New York Mets,New York Yankees,0.5809,8.4,0.4446,8.5,-153.0,153.0,0.6047,away,0.0463,1
2026-09-12T14:01:14+00:00,2026-09-12,Pittsburgh Pirates,Chicago Cubs,0.60984,9.51,0.5371,8.5,-113.0,113.0,0.5305,home,0.0491,1
2026-09-12T14:01:14+00:00,2026-09-12,Baltimore Orioles,Toronto Blue Jays,0.55577,7.98,0.4063,8.5,-111.0,111.0,0.5261,home,0.0141,0
2026-09-12T14:01:14+00:00,2026-09-12,Los Angeles Angels,Washington Nationals,0.58995,9.11,0.508,8.5,-106.0,106.0,0.5146,home,0.0505,1
2026-09-12T14:01:14+00:00,2026-09-12,San Diego Padres,San Francisco Giants,0.48443,8.45,0.4491,8.5,162.0,-162.0,0.3817,home,0.1071,1
2026-09-12T14:01:14+00:00,2026-09-12,Kansas City Royals,Boston Red Sox,0.61046,7.9,0.3975,8.5,-191.0,191.0,0.6564,away,0.0763,1
2026-09-12T14:01:14+00:00,2026-09-12,Cleveland Guardians,Minnesota Twins,0.50758,9.77,0.5507,8.5,-100.0,-100.0,0.5,home,0.0054,0
2026-09-12T14:01:14+00:00,2026-09-12,Los Angeles Dodgers,Miami Marlins,0.3928,8.57,0.458,8.5,170.0,-170.0,0.3704,home,0.0519,1
2026-09-12T14:01:14+00:00,2026-09-12,Houston Astros,Tampa Bay Rays,0.49757,8.73,0.4718,8.5,-131.0,131.0,0.5671,away,0.0688,1
2026-09-12T14:01:14+00:00,2026-09-12,Cincinnati Reds,Milwaukee Brewers,0.67486,9.7,0.5453,8.5,-171.0,171.0,0.631,away,0.0026,0
2026-09-12T14:01:14+00:00,2026-09-12,Philadelphia Phillies,Atlanta Braves,0.54982,8.7,0.4759,8.5,-111.0,111.0,0.5261,home,0.0098,0
2026-09-12T14:01:14+00:00,2026-09-12,Chicago White Sox,St. Louis Cardinals,0.47319,8.69,0.4662,8.5,-103.0,103.0,0.5074,away,0.0267,0
2026-09-12T14:01:14+00:00,2026-09-12,Texas Rangers,Arizona Diamondbacks,0.57692,9.16,0.51,8.5,-117.0,117.0,0.5392,home,0.0164,0
2026-09-12T14:01:14+00:00,2026-09-12,Seattle Mariners,Athletics,0.45987,9.76,0.5524,8.5,157.0,-157.0,0.3891,home,0.082,1
2026-09-13T14:01:10+00:00,2026-09-13,Colorado Rockies,Detroit Tigers,0.60114,10.28,0.5837,8.5,-158.0,158.0,0.6124,away,0.0392,1
2026-09-13T14:01:10+00:00,2026-09-13,Los Angeles Angels,Washington Nationals,0.57211,10.48,0.5995,8.5,-118.0,118.0,0.5413,home,0.0108,0
2026-09-13T14:01:10+00:00,2026-09-13,Philadelphia Phillies,Atlanta Braves,0.62594,9.36,0.5235,8.5,-119.0,119.0,0.5434,home,0.0482,1
2026-09-13T14:01:10+00:00,2026-09-13,New York Mets,New York Yankees,0.66207,7.87,0.3952,8.5,-165.0,165.0,0.6226,away,0.004,0
2026-09-13T14:01:10+00:00,2026-09-13,Baltimore Orioles,Toronto Blue Jays,0.59507,7.96,0.4051,8.5,-138.0,138.0,0.5798,away,0.011,0
2026-09-13T14:01:10+00:00,2026-09-13,Houston Astros,Tampa Bay Rays,0.49423,8.7,0.4717,8.5,-126.0,126.0,0.5575,away,0.0617,1
2026-09-13T14:01:10+00:00,2026-09-13,Los Angeles Dodgers,Miami Marlins,0.46611,9.17,0.5143,8.5,134.0,-134.0,0.4274,home,0.0482,1
2026-09-13T14:01:10+00:00,2026-09-13,Cleveland Guardians,Minnesota Twins,0.54013,8.92,0.4904,8.5,-116.0,116.0,0.537,away,0.0081,0
2026-09-13T14:01:10+00:00,2026-09-13,Cincinnati Reds,Milwaukee Brewers,0.56018,8.74,0.4754,8.5,-174.0,174.0,0.635,away,0.0916,1
2026-09-13T14:01:10+00:00,2026-09-13,Chicago White Sox,St. Louis Cardinals,0.51952,9.6,0.5426,8.5,117.0,-117.0,0.4608,home,0.0532,0
2026-09-13T14:01:10+00:00,2026-09-13,Pittsburgh Pirates,Chicago Cubs,0.58495,9.44,0.5306,8.5,-142.0,142.0,0.5868,away,0.0254,0
2026-09-13T14:01:10+00:00,2026-09-13,Kansas City Royals,Boston Red Sox,0.61405,8.18,0.4264,8.5,-164.0,164.0,0.6212,away,0.0385,1
2026-09-13T14:01:10+00:00,2026-09-13,Seattle Mariners,Athletics,0.44251,9.83,0.5598,8.5,122.0,-122.0,0.4505,home,0.0081,0
2026-09-13T14:01:10+00:00,2026-09-13,Texas Rangers,Arizona Diamondbacks,0.60529,8.88,0.4866,8.5,-128.0,128.0,0.5614,home,0.0149,0
2026-09-13T14:01:10+00:00,2026-09-13,San Diego Padres,San Francisco Giants,0.50674,8.59,0.4615,8.5,118.0,-118.0,0.4587,home,0.0461,1
2026-09-16T18:32:51+00:00,2026-09-16,Chicago White Sox,Cleveland Guardians,0.59077,8.42,0.4508,8.5,,,,,,
2026-09-16T18:32:51+00:00,2026-09-16,San Francisco Giants,St. Louis Cardinals,0.56701,9.95,0.5678,8.5,,,,,,
2026-09-16T18:32:51+00:00,2026-09-16,New York Yankees,Minnesota Twins,0.39376,8.9,0.4881,8.5,,,,,,
2026-09-16T18:32:51+00:00,2026-09-16,Detroit Tigers,Toronto Blue Jays,0.3589,9.6,0.5378,8.5,-119.0,119.0,0.5434,away,0.1462,1
2026-09-16T18:32:51+00:00,2026-09-16,Los Angeles Dodgers,Cincinnati Reds,0.31337,9.83,0.5501,8.5,191.0,-191.0,0.3436,home,0.0189,0
2026-09-16T18:32:51+00:00,2026-09-16,Athletics,Tampa Bay Rays,0.66101,8.27,0.4359,8.5,-163.0,163.0,0.6198,away,0.0019,0
2026-09-16T18:32:51+00:00,2026-09-16,Milwaukee Brewers,Pittsburgh Pirates,0.38798,9.04,0.4928,8.5,115.0,-115.0,0.4651,away,0.0464,1
2026-09-16T18:32:51+00:00,2026-09-16,Philadelphia Phillies,Washington Nationals,0.44734,9.41,0.5284,8.5,174.0,-174.0,0.365,home,0.0971,1
2026-09-16T18:32:51+00:00,2026-09-16,Baltimore Orioles,New York Mets,0.49548,9.35,0.5214,8.5,-111.0,111.0,0.5261,away,0.0293,0
2026-09-16T18:32:51+00:00,2026-09-16,Atlanta Braves,Chicago Cubs,0.60189,9.4,0.5255,8.5,-144.0,144.0,0.5902,away,0.0164,0
2026-09-16T18:32:51+00:00,2026-09-16,Boston Red Sox,Texas Rangers,0.4562,8.36,0.4393,8.5,101.0,-101.0,0.4975,away,0.0291,0
2026-09-16T18:32:51+00:00,2026-09-16,Kansas City Royals,Houston Astros,0.4752,9.69,0.5475,8.5,-146.0,146.0,0.5935,away,0.1113,1
2026-09-16T18:32:51+00:00,2026-09-16,San Diego Padres,Colorado Rockies,0.47256,9.78,0.553,8.5,151.0,-151.0,0.3984,home,0.0818,1
2026-09-16T18:32:51+00:00,2026-09-16,Seattle Mariners,Los Angeles Angels,0.47645,8.7,0.4703,8.5,125.0,-125.0,0.4444,home,0.0386,1
2026-09-16T18:32:51+00:00,2026-09-16,Miami Marlins,Arizona Diamondbacks,0.50646,9.91,0.5635,8.5,-124.0,124.0,0.5536,away,0.0489,1
